SampleID,Site,FieldType,Factor,Latitude,Env
1699,SPRP1,Paddy,TN,43.25,1.8
1700,SPRP2,Paddy,TN,43.26,1.7
1701,SPRP3,Paddy,TN,43.26,1.6
1702,DHRP1,Paddy,TN,44.56,1.5
1703,DHRP2,Paddy,TN,44.55,1.4
1704,DHRP3,Paddy,TN,44.55,1.2
1705,HLRP1,Paddy,TN,47.46,2.6
1706,HLRP2,Paddy,TN,47.46,1.9
1707,HLRP3,Paddy,TN,47.46,2.7
1708,HEBRP1,Paddy,TN,45.83,2
1709,HEBRP2,Paddy,TN,45.83,1.9
1710,HEBRP3,Paddy,TN,45.82,1.7
1711,NJRP1,Paddy,TN,49.14,3.8
1712,NJRP2,Paddy,TN,49.14,3.9
1713,NJRP3,Paddy,TN,49.14,2.9
1714,HMRP1,Paddy,TN,51.74,2.3
1715,HMRP2,Paddy,TN,51.74,1.7
1716,HMRP3,Paddy,TN,51.74,1.6
1717,SYRU1,Upland,OM,18.34,22.412
1718,SYRU2,Upland,OM,18.34,17.757
1719,SYRU3,Upland,OM,18.34,13.792
1720,HKRU1,Upland,OM,19.76,25.343
1721,HKRU2,Upland,OM,19.76,25.17
1722,HKRU3,Upland,OM,19.76,27.584
1723,SXRU1,Upland,OM,21.4,26.55
1724,SXRU2,Upland,OM,21.4,28.791
1725,SXRU3,Upland,OM,21.43,15.688
1726,YLRU1,Upland,OM,22.57,23.791
1727,YLRU2,Upland,OM,22.57,18.792
1728,YLRU3,Upland,OM,22.56,28.446
1729,WZRU1,Upland,OM,23.55,9.137
1730,WZRU2,Upland,OM,23.55,12.585
1731,WZRU3,Upland,OM,23.56,7.586
1732,JHRU1,Upland,OM,25.21,21.033
1733,JHRU2,Upland,OM,25.21,20.688
1734,JHRU3,Upland,OM,25.21,23.619
1735,QYRU1,Upland,OM,26.76,14.654
1736,QYRU2,Upland,OM,26.76,18.792
1737,QYRU3,Upland,OM,26.77,42.238
1738,LDRU1,Upland,OM,27.64,16.55
1739,LDRU2,Upland,OM,27.64,28.791
1740,LDRU3,Upland,OM,27.62,27.756
1741,YiYangRU1,Upland,OM,28.58,27.756
1742,YiYangRU2,Upland,OM,28.58,32.928
1743,YiYangRU3,Upland,OM,28.58,33.101
1744,HRRU1,Upland,OM,29.51,25.86
1745,HRRU2,Upland,OM,29.51,24.998
1746,HRRU3,Upland,OM,29.51,26.205
1747,QJRU1,Upland,OM,30.46,16.723
1748,QJRU2,Upland,OM,30.46,14.826
1749,QJRU3,Upland,OM,30.46,16.378
1750,XGRU1,Upland,OM,30.94,17.068
1751,XGRU2,Upland,OM,30.94,19.309
1752,XGRU3,Upland,OM,30.94,19.481
1753,XYRU1,Upland,OM,32.2,18.447
1754,XYRU2,Upland,OM,32.2,18.102
1755,XYRU3,Upland,OM,32.2,18.102
1756,LHRU1,Upland,OM,33.52,23.102
1757,LHRU2,Upland,OM,33.52,21.205
1758,LHRU3,Upland,OM,33.52,33.963
1759,YYRU1,Upland,OM,35.01,32.584
1760,YYRU2,Upland,OM,35,32.584
1761,YYRU3,Upland,OM,35.02,27.756
1762,HDRU1,Upland,OM,36.43,42.928
1763,HDRU2,Upland,OM,36.44,43.79
1764,HDRU3,Upland,OM,36.44,42.238
1765,XJRU1,Upland,OM,37.88,38.962
1766,XJRU2,Upland,OM,37.88,43.1
1767,XJRU3,Upland,OM,37.88,37.928
1768,BZRU1,Upland,OM,39.15,32.928
1769,BZRU2,Upland,OM,39.15,32.928
1770,BZRU3,Upland,OM,39.14,33.101
1771,QHDRU1,Upland,OM,39.82,10.861
1772,QHDRU2,Upland,OM,39.83,15.688
1773,QHDRU3,Upland,OM,39.81,11.034
1774,PJRU1,Upland,OM,41.24,14.654
1775,PJRU2,Upland,OM,41.24,7.586
1776,PJRU3,Upland,OM,41.24,8.448
1777,SYSRU1,Upland,OM,42,22.24
1778,SYSRU2,Upland,OM,42,22.412
1779,SYSRU3,Upland,OM,42,21.378
1780,SPRU1,Upland,OM,43.26,24.136
1781,SPRU2,Upland,OM,43.26,23.446
1782,SPRU3,Upland,OM,43.25,22.584
1783,DHRU1,Upland,OM,44.55,29.308
1784,DHRU2,Upland,OM,44.55,27.756
1785,DHRU3,Upland,OM,44.55,28.791
1786,HLRU1,Upland,OM,47.46,79.649
1787,HLRU2,Upland,OM,47.46,56.202
1788,HLRU3,Upland,OM,47.46,58.444
1789,HEBRU1,Upland,OM,45.83,35.687
1790,HEBRU2,Upland,OM,45.83,36.721
1791,HEBRU3,Upland,OM,45.83,33.79
1792,NJRU1,Upland,OM,49.13,61.03
1793,NJRU2,Upland,OM,49.14,61.719
1794,NJRU3,Upland,OM,49.14,58.099
1795,HMRU1,Upland,OM,51.72,36.376
1796,HMRU2,Upland,OM,51.72,40.859
1797,HMRU3,Upland,OM,51.72,37.583
1798,MHRU1,Upland,OM,53.49,27.584
1799,MHRU2,Upland,OM,53.49,50.858
1800,MHRU3,Upland,OM,53.49,19.136
1801,SYRP1,Paddy,OM,18.34,14.826
1802,SYRP2,Paddy,OM,18.34,24.998
1803,SYRP3,Paddy,OM,18.34,18.619
1804,HKRP1,Paddy,OM,19.81,44.479
1805,HKRP2,Paddy,OM,19.8,40.859
1806,HKRP3,Paddy,OM,19.82,34.48
1807,SXRP1,Paddy,OM,21.4,48.962
1808,SXRP2,Paddy,OM,21.4,44.652
1809,SXRP3,Paddy,OM,21.43,38.79
1810,YLRP1,Paddy,OM,22.57,38.962
1811,YLRP2,Paddy,OM,22.57,42.066
1812,YLRP3,Paddy,OM,22.56,52.237
1813,WZRP1,Paddy,OM,23.55,27.239
1814,WZRP2,Paddy,OM,23.55,31.377
1815,WZRP3,Paddy,OM,23.55,27.067
1816,JHRP1,Paddy,OM,25.21,48.444
1817,JHRP2,Paddy,OM,25.21,41.548
1818,JHRP3,Paddy,OM,25.21,35.17
1819,QYRP1,Paddy,OM,26.76,22.24
1820,QYRP2,Paddy,OM,26.76,46.72
1821,QYRP3,Paddy,OM,26.76,45.169
1822,LDRP1,Paddy,OM,27.63,69.477
1823,LDRP2,Paddy,OM,27.63,57.409
1824,LDRP3,Paddy,OM,27.62,62.409
1825,YiYangRP1,Paddy,OM,28.6,41.031
1826,YiYangRP2,Paddy,OM,28.44,44.479
1827,YiYangRP3,Paddy,OM,28.6,26.55
1828,HRRP1,Paddy,OM,29.51,60.857
1829,HRRP2,Paddy,OM,29.51,75.511
1830,HRRP3,Paddy,OM,29.51,56.03
1831,QJRP1,Paddy,OM,30.43,29.998
1832,QJRP2,Paddy,OM,30.39,24.998
1833,QJRP3,Paddy,OM,30.4,33.273
1834,XGRP1,Paddy,OM,30.94,24.481
1835,XGRP2,Paddy,OM,30.94,28.101
1836,XGRP3,Paddy,OM,30.94,23.619
1837,XYRP1,Paddy,OM,32.2,20.343
1838,XYRP2,Paddy,OM,32.2,26.032
1839,XYRP3,Paddy,OM,32.2,29.308
1840,YYRP1,Paddy,OM,35.02,36.376
1841,YYRP2,Paddy,OM,35.02,32.584
1842,YYRP3,Paddy,OM,35.02,31.894
1843,HDRP1,Paddy,OM,36.44,59.65
1844,HDRP2,Paddy,OM,36.45,38.79
1845,HDRP3,Paddy,OM,36.45,39.307
1846,QHDRP1,Paddy,OM,39.82,21.722
1847,QHDRP2,Paddy,OM,39.82,21.378
1848,QHDRP3,Paddy,OM,39.81,20.343
1849,PJRP1,Paddy,OM,41.24,21.205
1850,PJRP2,Paddy,OM,41.24,21.722
1851,PJRP3,Paddy,OM,41.24,23.102
1852,SYSRP1,Paddy,OM,42.02,33.273
1853,SYSRP2,Paddy,OM,42.01,33.101
1854,SYSRP3,Paddy,OM,42.01,31.204
1855,SPRP1,Paddy,OM,43.25,38.273
1856,SPRP2,Paddy,OM,43.26,34.48
1857,SPRP3,Paddy,OM,43.26,32.411
1858,DHRP1,Paddy,OM,44.56,29.998
1859,DHRP2,Paddy,OM,44.55,26.032
1860,DHRP3,Paddy,OM,44.55,25.86
1861,HLRP1,Paddy,OM,47.46,62.064
1862,HLRP2,Paddy,OM,47.46,42.583
1863,HLRP3,Paddy,OM,47.46,61.547
1864,HEBRP1,Paddy,OM,45.83,46.031
1865,HEBRP2,Paddy,OM,45.83,44.996
1866,HEBRP3,Paddy,OM,45.82,39.652
1867,NJRP1,Paddy,OM,49.14,76.718
1868,NJRP2,Paddy,OM,49.14,81.2
1869,NJRP3,Paddy,OM,49.14,60.168
1870,HMRP1,Paddy,OM,51.74,50.858
1871,HMRP2,Paddy,OM,51.74,36.032
1872,HMRP3,Paddy,OM,51.74,32.239
