OIUID	Kingdom	Phylum	Class	Order	Family	Genus
ITS_Otu1	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
ITS_Otu2	Fungi	Zygomycota	Zygomycota_class_Incertae_sedis	Mortierellales	Mortierellaceae	Mortierella
ITS_Otu3	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Chaetomium
ITS_Otu4	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Humicola
ITS_Otu5	Fungi	Basidiomycota	Tremellomycetes	Cystofilobasidiales	Cystofilobasidiaceae	Guehomyces
ITS_Otu6	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Chaetomium
ITS_Otu7	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Davidiellaceae	Cladosporium
ITS_Otu8	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	f__Trichocomaceae_unclassified
ITS_Otu9	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Penicillium
ITS_Otu10	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	f__Nectriaceae_unclassified
ITS_Otu11	Fungi	Ascomycota	Ascomycota_class_Incertae_sedis	Ascomycota_order_Incertae_sedis	Ascomycota_family_Incertae_sedis	Staphylotrichum
ITS_Otu12	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	unclassified_Chaetomiaceae
ITS_Otu13	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Penicillium
ITS_Otu14	Fungi	Zygomycota	Zygomycota_class_Incertae_sedis	Mortierellales	Mortierellaceae	Mortierella
ITS_Otu15	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	f__Chaetomiaceae_unclassified
ITS_Otu16	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporales_family_Incertae_sedis	Phoma
ITS_Otu17	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Chaetomium
ITS_Otu18	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria
ITS_Otu19	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Arnium
ITS_Otu20	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	f__Nectriaceae_unclassified
ITS_Otu21	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariales_family_Incertae_sedis	Monographella
ITS_Otu22	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	f__Nectriaceae_unclassified
ITS_Otu23	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	f__Trichocomaceae_unclassified
ITS_Otu24	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Cucurbitariaceae	Pyrenochaetopsis
ITS_Otu25	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	f__Nectriaceae_unclassified
ITS_Otu26	Fungi	Ascomycota	Sordariomycetes	c__Sordariomycetes_unclassified	c__Sordariomycetes_unclassified	c__Sordariomycetes_unclassified
ITS_Otu27	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Tremellales_family_Incertae_sedis	Cryptococcus
ITS_Otu28	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Gibberella
ITS_Otu29	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Penicillium
ITS_Otu30	Fungi	Zygomycota	Zygomycota_class_Incertae_sedis	Mortierellales	Mortierellaceae	Mortierella
ITS_Otu31	Fungi	Ascomycota	Dothideomycetes	Dothideomycetes_order_Incertae_sedis	Pseudeurotiaceae	Pseudogymnoascus
ITS_Otu32	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Cryptococcus
ITS_Otu33	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Chaetomium
ITS_Otu34	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporales_family_Incertae_sedis	Phoma
ITS_Otu35	Fungi	Ascomycota	Dothideomycetes	Dothideomycetes_order_Incertae_sedis	Pseudeurotiaceae	Pseudeurotium
ITS_Otu36	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Zopfiella
ITS_Otu37	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	unclassified_Lasiosphaeriaceae
ITS_Otu38	Fungi	Ascomycota	Sordariomycetes	Sordariales	o__Sordariales_unclassified	o__Sordariales_unclassified
ITS_Otu39	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Gibberella
ITS_Otu40	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreales_family_Incertae_sedis	f__Hypocreales_family_Incertae_sedis_unclassified
ITS_Otu41	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Podospora
ITS_Otu42	Fungi	Zygomycota	Zygomycota_class_Incertae_sedis	Mortierellales	Mortierellaceae	Mortierella
ITS_Otu43	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Hypocrea
ITS_Otu44	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	f__Lasiosphaeriaceae_unclassified
ITS_Otu45	Fungi	Ascomycota	Sordariomycetes	Sordariomycetes_order_Incertae_sedis	Plectosphaerellaceae	unclassified_Plectosphaerellaceae
ITS_Otu46	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Cucurbitariaceae	Pyrenochaetopsis
ITS_Otu47	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Chaetomium
ITS_Otu48	Fungi	Ascomycota	p__Ascomycota_unclassified	p__Ascomycota_unclassified	p__Ascomycota_unclassified	p__Ascomycota_unclassified
ITS_Otu49	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreales_family_Incertae_sedis	Sarocladium
ITS_Otu50	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Nectria
ITS_Otu51	Fungi	Basidiomycota	Tremellomycetes	Cystofilobasidiales	Cystofilobasidiales_family_Incertae_sedis	Mrakiella
ITS_Otu52	Fungi	Ascomycota	p__Ascomycota_unclassified	p__Ascomycota_unclassified	p__Ascomycota_unclassified	p__Ascomycota_unclassified
ITS_Otu53	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreales_family_Incertae_sedis	f__Hypocreales_family_Incertae_sedis_unclassified
ITS_Otu54	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Bionectriaceae	Clonostachys
ITS_Otu55	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Penicillium
ITS_Otu56	Fungi	Ascomycota	Sordariomycetes	Sordariomycetes_order_Incertae_sedis	Sordariomycetes_family_Incertae_sedis	Myrmecridium
ITS_Otu57	Fungi	Basidiomycota	Tremellomycetes	Cystofilobasidiales	Cystofilobasidiaceae	Mrakia
ITS_Otu58	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma
ITS_Otu59	Fungi	Ascomycota	Sordariomycetes	c__Sordariomycetes_unclassified	c__Sordariomycetes_unclassified	c__Sordariomycetes_unclassified
ITS_Otu60	Fungi	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified
ITS_Otu61	Fungi	Ascomycota	Leotiomycetes	Thelebolales	o__Thelebolales_unclassified	o__Thelebolales_unclassified
ITS_Otu62	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Gibberella
ITS_Otu63	Fungi	Ascomycota	Sordariomycetes	Coniochaetales	Coniochaetaceae	Lecythophora
ITS_Otu64	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
ITS_Otu65	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Zopfiella
ITS_Otu66	Fungi	Ascomycota	Sordariomycetes	Sordariales	Cephalothecaceae	Cephalotheca
ITS_Otu67	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Chaetomidium
ITS_Otu68	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Ophiocordycipitaceae	Purpureocillium
ITS_Otu69	Fungi	Ascomycota	Sordariomycetes	Chaetosphaeriales	Chaetosphaeriaceae	Chloridium
ITS_Otu70	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Aspergillus
ITS_Otu71	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiales_family_Incertae_sedis	Tetracladium
ITS_Otu72	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Bionectriaceae	Clonostachys
ITS_Otu73	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	f__Chaetomiaceae_unclassified
ITS_Otu74	Fungi	Ascomycota	Sordariomycetes	Trichosphaeriales	Trichosphaeriales_family_Incertae_sedis	unclassified_Trichosphaeriales
ITS_Otu75	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Podospora
ITS_Otu76	Fungi	Ascomycota	Sordariomycetes	c__Sordariomycetes_unclassified	c__Sordariomycetes_unclassified	c__Sordariomycetes_unclassified
ITS_Otu77	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Cryptococcus
ITS_Otu78	Fungi	Ascomycota	Sordariomycetes	Sordariales	Sordariaceae	Neurospora
ITS_Otu79	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Chaetomium
ITS_Otu80	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	f__Lasiosphaeriaceae_unclassified
ITS_Otu81	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Cryptococcus
ITS_Otu82	Fungi	Zygomycota	Zygomycota_class_Incertae_sedis	Mortierellales	Mortierellaceae	Mortierella
ITS_Otu83	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	f__Lasiosphaeriaceae_unclassified
ITS_Otu84	Fungi	Ascomycota	Sordariomycetes	Hypocreales	o__Hypocreales_unclassified	o__Hypocreales_unclassified
ITS_Otu85	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	unclassified_Pyronemataceae
ITS_Otu86	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Cucurbitariaceae	Pyrenochaetopsis
ITS_Otu87	Fungi	Zygomycota	Zygomycota_class_Incertae_sedis	Mortierellales	Mortierellaceae	Mortierella
ITS_Otu88	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Westerdykella
ITS_Otu89	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Podospora
ITS_Otu90	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
ITS_Otu91	Fungi	Ascomycota	Sordariomycetes	c__Sordariomycetes_unclassified	c__Sordariomycetes_unclassified	c__Sordariomycetes_unclassified
ITS_Otu92	Fungi	Ascomycota	Sordariomycetes	c__Sordariomycetes_unclassified	c__Sordariomycetes_unclassified	c__Sordariomycetes_unclassified
ITS_Otu93	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Arnium
ITS_Otu94	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreales_family_Incertae_sedis	Stachybotrys
ITS_Otu95	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Humicola
ITS_Otu96	Fungi	Zygomycota	Zygomycota_class_Incertae_sedis	Mortierellales	Mortierellaceae	Mortierella
ITS_Otu97	Fungi	Ascomycota	Sordariomycetes	c__Sordariomycetes_unclassified	c__Sordariomycetes_unclassified	c__Sordariomycetes_unclassified
ITS_Otu98	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Podospora
ITS_Otu99	Fungi	Ascomycota	Sordariomycetes	c__Sordariomycetes_unclassified	c__Sordariomycetes_unclassified	c__Sordariomycetes_unclassified
ITS_Otu100	Fungi	Ascomycota	Sordariomycetes	Diaporthales	Togniniaceae	Phaeoacremonium
ITS_Otu7806	Fungi	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified
ITS_Otu7807	Fungi	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified
ITS_Otu7808	Fungi	Ascomycota	p__Ascomycota_unclassified	p__Ascomycota_unclassified	p__Ascomycota_unclassified	p__Ascomycota_unclassified
ITS_Otu7809	Fungi	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified
ITS_Otu7810	Fungi	Ascomycota	Dothideomycetes	Pleosporales	o__Pleosporales_unclassified	o__Pleosporales_unclassified
ITS_Otu7811	Fungi	Ascomycota	p__Ascomycota_unclassified	p__Ascomycota_unclassified	p__Ascomycota_unclassified	p__Ascomycota_unclassified
ITS_Otu7812	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	f__Hypocreaceae_unclassified
ITS_Otu7813	Fungi	Ascomycota	Eurotiomycetes	c__Eurotiomycetes_unclassified	c__Eurotiomycetes_unclassified	c__Eurotiomycetes_unclassified
ITS_Otu7814	Fungi	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified
ITS_Otu7815	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	f__Mycosphaerellaceae_unclassified
ITS_Otu7816	Fungi	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified
ITS_Otu7817	Fungi	Ascomycota	p__Ascomycota_unclassified	p__Ascomycota_unclassified	p__Ascomycota_unclassified	p__Ascomycota_unclassified
ITS_Otu7818	Fungi	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified
ITS_Otu7819	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Aspergillus
ITS_Otu7820	Fungi	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified
ITS_Otu7821	Fungi	Ascomycota	p__Ascomycota_unclassified	p__Ascomycota_unclassified	p__Ascomycota_unclassified	p__Ascomycota_unclassified
ITS_Otu7822	Fungi	Ascomycota	p__Ascomycota_unclassified	p__Ascomycota_unclassified	p__Ascomycota_unclassified	p__Ascomycota_unclassified
ITS_Otu7823	Fungi	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified
ITS_Otu7824	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Psathyrella
ITS_Otu7825	Fungi	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified
ITS_Otu7826	Fungi	Ascomycota	Sordariomycetes	Sordariomycetes_order_Incertae_sedis	Apiosporaceae	Arthrinium
ITS_Otu7827	Fungi	Zygomycota	Zygomycota_class_Incertae_sedis	Mortierellales	Mortierellaceae	Mortierella
ITS_Otu7828	Fungi	Basidiomycota	p__Basidiomycota_unclassified	p__Basidiomycota_unclassified	p__Basidiomycota_unclassified	p__Basidiomycota_unclassified
ITS_Otu7829	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Podospora
ITS_Otu7830	Fungi	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified
ITS_Otu7831	Fungi	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified
ITS_Otu7832	Fungi	Ascomycota	Sordariomycetes	Coniochaetales	Coniochaetaceae	Coniochaeta
ITS_Otu7833	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	f__Chaetomiaceae_unclassified
ITS_Otu7834	Fungi	Ascomycota	Sordariomycetes	c__Sordariomycetes_unclassified	c__Sordariomycetes_unclassified	c__Sordariomycetes_unclassified
ITS_Otu7835	Fungi	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified
ITS_Otu7836	Fungi	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified
ITS_Otu7837	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Leptosphaeriaceae	Acicuseptoria
ITS_Otu7838	Fungi	Ascomycota	Sordariomycetes	c__Sordariomycetes_unclassified	c__Sordariomycetes_unclassified	c__Sordariomycetes_unclassified
ITS_Otu7839	Fungi	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified
ITS_Otu7840	Fungi	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified
ITS_Otu7841	Fungi	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified
ITS_Otu7842	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe
ITS_Otu7843	Fungi	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified
ITS_Otu7845	Fungi	Chytridiomycota	Chytridiomycetes	Spizellomycetales	Spizellomycetaceae	Spizellomyces
ITS_Otu7846	Fungi	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified
ITS_Otu7847	Fungi	Ascomycota	p__Ascomycota_unclassified	p__Ascomycota_unclassified	p__Ascomycota_unclassified	p__Ascomycota_unclassified
ITS_Otu7848	Fungi	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified
ITS_Otu7849	Fungi	Basidiomycota	p__Basidiomycota_unclassified	p__Basidiomycota_unclassified	p__Basidiomycota_unclassified	p__Basidiomycota_unclassified
ITS_Otu7850	Fungi	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified
ITS_Otu7851	Fungi	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified
ITS_Otu7852	Fungi	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified
ITS_Otu7853	Fungi	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified
ITS_Otu7854	Fungi	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified
ITS_Otu7855	Fungi	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified
ITS_Otu7856	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Psathyrella
ITS_Otu7857	Fungi	Ascomycota	Sordariomycetes	Sordariomycetes_order_Incertae_sedis	Plectosphaerellaceae	Verticillium
ITS_Otu7858	Fungi	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified
ITS_Otu7859	Fungi	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified
ITS_Otu7860	Fungi	Zygomycota	Zygomycota_class_Incertae_sedis	Mortierellales	Mortierellaceae	Mortierella
ITS_Otu7861	Fungi	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified
ITS_Otu7862	Fungi	Ascomycota	Sordariomycetes	c__Sordariomycetes_unclassified	c__Sordariomycetes_unclassified	c__Sordariomycetes_unclassified
ITS_Otu7863	Fungi	Ascomycota	Sordariomycetes	c__Sordariomycetes_unclassified	c__Sordariomycetes_unclassified	c__Sordariomycetes_unclassified
ITS_Otu7864	Fungi	Ascomycota	p__Ascomycota_unclassified	p__Ascomycota_unclassified	p__Ascomycota_unclassified	p__Ascomycota_unclassified
ITS_Otu7865	Fungi	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified
ITS_Otu7866	Fungi	Basidiomycota	unclassified_Basidiomycota	unclassified_Basidiomycota	unclassified_Basidiomycota	unclassified_Basidiomycota
ITS_Otu7867	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Meruliaceae	Podoscypha
ITS_Otu7868	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Zopfiella
ITS_Otu7869	Fungi	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified
ITS_Otu7870	Fungi	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified
ITS_Otu7871	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Teratosphaeriaceae	f__Teratosphaeriaceae_unclassified
ITS_Otu7872	Fungi	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified
ITS_Otu7873	Fungi	Ascomycota	p__Ascomycota_unclassified	p__Ascomycota_unclassified	p__Ascomycota_unclassified	p__Ascomycota_unclassified
ITS_Otu7874	Fungi	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified
ITS_Otu7875	Fungi	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified
ITS_Otu7876	Fungi	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified
ITS_Otu7877	Fungi	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified
ITS_Otu7878	Fungi	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified
ITS_Otu7879	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Chaetothyriales_family_Incertae_sedis	Staninwardia
ITS_Otu7880	Fungi	Ascomycota	p__Ascomycota_unclassified	p__Ascomycota_unclassified	p__Ascomycota_unclassified	p__Ascomycota_unclassified
ITS_Otu7881	Fungi	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified
ITS_Otu7882	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	Ceratobasidium
ITS_Otu7883	Fungi	Ascomycota	p__Ascomycota_unclassified	p__Ascomycota_unclassified	p__Ascomycota_unclassified	p__Ascomycota_unclassified
ITS_Otu7884	Fungi	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified
ITS_Otu7885	Fungi	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified
ITS_Otu7886	Fungi	Ascomycota	p__Ascomycota_unclassified	p__Ascomycota_unclassified	p__Ascomycota_unclassified	p__Ascomycota_unclassified
ITS_Otu7887	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Montagnulaceae	Paraconiothyrium
ITS_Otu7888	Fungi	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified
ITS_Otu7889	Fungi	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified
ITS_Otu7890	Fungi	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified
ITS_Otu7891	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	f__Hypocreaceae_unclassified
ITS_Otu7892	Fungi	Ascomycota	p__Ascomycota_unclassified	p__Ascomycota_unclassified	p__Ascomycota_unclassified	p__Ascomycota_unclassified
ITS_Otu7893	Fungi	Chytridiomycota	Blastocladiomycetes	Blastocladiales	Catenariaceae	unclassified_Catenariaceae
ITS_Otu7894	Fungi	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified
ITS_Otu7895	Fungi	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified
ITS_Otu7896	Fungi	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified
ITS_Otu7897	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	f__Hypocreaceae_unclassified
ITS_Otu7898	Fungi	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified
ITS_Otu7899	Fungi	Ascomycota	Sordariomycetes	c__Sordariomycetes_unclassified	c__Sordariomycetes_unclassified	c__Sordariomycetes_unclassified
ITS_Otu7900	Fungi	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified
ITS_Otu7901	Fungi	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified
ITS_Otu7902	Fungi	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified
ITS_Otu7903	Fungi	Basidiomycota	p__Basidiomycota_unclassified	p__Basidiomycota_unclassified	p__Basidiomycota_unclassified	p__Basidiomycota_unclassified
ITS_Otu7904	Fungi	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified
ITS_Otu7905	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Humicola
ITS_Otu12359	Fungi	Ascomycota	p__Ascomycota_unclassified	p__Ascomycota_unclassified	p__Ascomycota_unclassified	p__Ascomycota_unclassified
ITS_Otu12360	Fungi	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified
ITS_Otu12361	Fungi	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified
ITS_Otu12362	Fungi	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified
ITS_Otu12363	Fungi	Ascomycota	p__Ascomycota_unclassified	p__Ascomycota_unclassified	p__Ascomycota_unclassified	p__Ascomycota_unclassified
ITS_Otu12364	Fungi	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified
ITS_Otu12365	Fungi	Basidiomycota	Agaricomycetes	Boletales	Suillaceae	Suillus
ITS_Otu12366	Fungi	Basidiomycota	p__Basidiomycota_unclassified	p__Basidiomycota_unclassified	p__Basidiomycota_unclassified	p__Basidiomycota_unclassified
ITS_Otu12367	Fungi	Ascomycota	Sordariomycetes	Microascales	Halosphaeriaceae	unclassified_Halosphaeriaceae
